Match,Team 1,Team 2,Winner,Margin,Ground,Match Date,Match id
P.N.G. vs Namibia,P.N.G.,Namibia,Namibia,167 runs,Port Moresby,"Sep 20, 2022",ODI # 4468
P.N.G. vs Namibia,P.N.G.,Namibia,Namibia,61 runs,Port Moresby,"Sep 21, 2022",ODI # 4469
India vs South Africa,India,South Africa,South Africa,9 runs,Lucknow,"Oct 6, 2022",ODI # 4470
India vs South Africa,India,South Africa,India,7 wickets,Ranchi,"Oct 9, 2022",ODI # 4471
India vs South Africa,India,South Africa,India,7 wickets,Delhi,"Oct 11, 2022",ODI # 4472
Nepal vs U.A.E.,Nepal,U.A.E.,U.A.E.,84 runs,Kirtipur,"Nov 14, 2022",ODI # 4473
Nepal vs U.A.E.,Nepal,U.A.E.,Nepal,3 wickets,Kirtipur,"Nov 16, 2022",ODI # 4474
Australia vs England,Australia,England,Australia,6 wickets,Adelaide,"Nov 17, 2022",ODI # 4475
Nepal vs U.A.E.,Nepal,U.A.E.,Nepal,6 wickets,Kirtipur,"Nov 18, 2022",ODI # 4476
Australia vs England,Australia,England,Australia,72 runs,Sydney,"Nov 19, 2022",ODI # 4477
Namibia vs P.N.G.,Namibia,P.N.G.,Namibia,8 wickets,Windhoek,"Nov 19, 2022",ODI # 4478
Namibia vs U.S.A.,Namibia,U.S.A.,U.S.A.,71 runs,Windhoek,"Nov 20, 2022",ODI # 4479
Australia vs England,Australia,England,Australia,221 runs,Melbourne,"Nov 22, 2022",ODI # 4480
P.N.G. vs U.S.A.,P.N.G.,U.S.A.,U.S.A.,6 wickets,Windhoek,"Nov 22, 2022",ODI # 4481
Namibia vs P.N.G.,Namibia,P.N.G.,Namibia,3 wickets,Windhoek,"Nov 23, 2022",ODI # 4482
New Zealand vs India,New Zealand,India,New Zealand,7 wickets,Auckland,"Nov 25, 2022",ODI # 4483
P.N.G. vs U.S.A.,P.N.G.,U.S.A.,U.S.A.,35 runs,Windhoek,"Nov 25, 2022",ODI # 4484
Sri Lanka vs Afghanistan,Sri Lanka,Afghanistan,Afghanistan,60 runs,Pallekele,"Nov 25, 2022",ODI # 4485
Namibia vs U.S.A.,Namibia,U.S.A.,Namibia,6 wickets,Windhoek,"Nov 26, 2022",ODI # 4486
Sri Lanka vs Afghanistan,Sri Lanka,Afghanistan,Sri Lanka,4 wickets,Pallekele,"Nov 30, 2022",ODI # 4490
Namibia vs Scotland,Namibia,Scotland,Scotland,4 wickets,Windhoek,"Dec 1, 2022",ODI # 4491
Bangladesh vs India,Bangladesh,India,Bangladesh,1 wicket,Mirpur,"Dec 4, 2022",ODI # 4493
Nepal vs Scotland,Nepal,Scotland,Scotland,3 wickets,Windhoek,"Dec 4, 2022",ODI # 4494
Namibia vs Scotland,Namibia,Scotland,Namibia,3 wickets,Windhoek,"Dec 5, 2022",ODI # 4495
Bangladesh vs India,Bangladesh,India,Bangladesh,5 runs,Mirpur,"Dec 7, 2022",ODI # 4496
Namibia vs Nepal,Namibia,Nepal,Namibia,86 runs,Windhoek,"Dec 7, 2022",ODI # 4497
Nepal vs Scotland,Nepal,Scotland,Scotland,8 wickets,Windhoek,"Dec 8, 2022",ODI # 4498
Bangladesh vs India,Bangladesh,India,India,227 runs,Chattogram,"Dec 10, 2022",ODI # 4499
Pakistan vs New Zealand,Pakistan,New Zealand,Pakistan,6 wickets,Karachi,"Jan 9, 2023",ODI # 4500
India vs Sri Lanka,India,Sri Lanka,India,67 runs,Guwahati,"Jan 10, 2023",ODI # 4501
Pakistan vs New Zealand,Pakistan,New Zealand,New Zealand,79 runs,Karachi,"Jan 11, 2023",ODI # 4502
India vs Sri Lanka,India,Sri Lanka,India,4 wickets,Eden Gardens,"Jan 12, 2023",ODI # 4503
Pakistan vs New Zealand,Pakistan,New Zealand,New Zealand,2 wickets,Karachi,"Jan 13, 2023",ODI # 4504
India vs Sri Lanka,India,Sri Lanka,India,317 runs,Thiruvananthapuram,"Jan 15, 2023",ODI # 4505
Zimbabwe vs Ireland,Zimbabwe,Ireland,Zimbabwe,3 wickets,Harare,"Jan 18, 2023",ODI # 4506
India vs New Zealand,India,New Zealand,India,12 runs,Hyderabad,"Jan 18, 2023",ODI # 4507
Zimbabwe vs Ireland,Zimbabwe,Ireland,Ireland,46 runs,Harare,"Jan 21, 2023",ODI # 4508
India vs New Zealand,India,New Zealand,India,8 wickets,Raipur,"Jan 21, 2023",ODI # 4509
India vs New Zealand,India,New Zealand,India,90 runs,Indore,"Jan 24, 2023",ODI # 4511
South Africa vs England,South Africa,England,South Africa,27 runs,Bloemfontein,"Jan 27, 2023",ODI # 4512
South Africa vs England,South Africa,England,South Africa,5 wickets,Bloemfontein,"Jan 29, 2023",ODI # 4513
South Africa vs England,South Africa,England,England,59 runs,Kimberley,"Feb 1, 2023",ODI # 4514
Nepal vs Namibia,Nepal,Namibia,Nepal,2 wickets,Kirtipur,"Feb 14, 2023",ODI # 4515
Namibia vs Scotland,Namibia,Scotland,Scotland,10 wickets,Kirtipur,"Feb 15, 2023",ODI # 4516
Nepal vs Scotland,Nepal,Scotland,Nepal,3 wickets,Kirtipur,"Feb 17, 2023",ODI # 4517
Nepal vs Namibia,Nepal,Namibia,Nepal,3 wickets,Kirtipur,"Feb 18, 2023",ODI # 4518
Namibia vs Scotland,Namibia,Scotland,Scotland,43 runs,Kirtipur,"Feb 20, 2023",ODI # 4519
Nepal vs Scotland,Nepal,Scotland,Nepal,2 wickets,Kirtipur,"Feb 21, 2023",ODI # 4520
U.A.E. vs Namibia,U.A.E.,Namibia,U.A.E.,1 wicket,Dubai (DSC),"Feb 23, 2023",ODI # 4521
U.A.E. vs Namibia,U.A.E.,Namibia,Namibia,7 wickets,Dubai (DSC),"Feb 25, 2023",ODI # 4522
Nepal vs P.N.G.,Nepal,P.N.G.,-,,Dubai (DSC),"Feb 27, 2023",ODI # 4523
